route_id,service_id,trip_id,trip_headsign,block_id,trip_short_name,direction_id,shape_id,bikes_allowed
②_A,土日祝,土日祝_14時57分_系統2-1-3,湯の川（十字街・函館駅前・五稜郭公園前・競馬場前 経由）,,,,2-1-3,0
⑤_A,土日祝,土日祝_15時02分_系統5-1-1,函館どつく前（五稜郭公園前・函館駅前・十字街・末広町 経由）,,,,5-1-1,0
⑤_A,土日祝,土日祝_15時06分_系統5-1-5,湯の川（十字街・函館駅前・五稜郭公園前・競馬場前 経由）,,,,5-1-5,0
②_A,土日祝,土日祝_15時10分_系統2-1-1,谷地頭（五稜郭公園前・函館駅前・十字街・宝来町 経由）,,,,2-1-1,0
②_A,土日祝,土日祝_15時13分_系統2-1-3,湯の川（十字街・函館駅前・五稜郭公園前・競馬場前 経由）,,,,2-1-3,0
⑤_A,土日祝,土日祝_15時18分_系統5-1-1,函館どつく前（五稜郭公園前・函館駅前・十字街・末広町 経由）,,,,5-1-1,0
⑤_A,土日祝,土日祝_15時22分_系統5-1-5,湯の川（十字街・函館駅前・五稜郭公園前・競馬場前 経由）,,,,5-1-5,0
②_A,土日祝,土日祝_15時26分_系統2-1-1,谷地頭（五稜郭公園前・函館駅前・十字街・宝来町 経由）,,,,2-1-1,0
②_A,土日祝,土日祝_15時29分_系統2-1-3,湯の川（十字街・函館駅前・五稜郭公園前・競馬場前 経由）,,,,2-1-3,0
⑤_A,土日祝,土日祝_15時34分_系統5-1-1,函館どつく前（五稜郭公園前・函館駅前・十字街・末広町 経由）,,,,5-1-1,0
⑤_A,土日祝,土日祝_15時38分_系統5-1-5,湯の川（十字街・函館駅前・五稜郭公園前・競馬場前 経由）,,,,5-1-5,0
②_A,土日祝,土日祝_15時42分_系統2-1-1,谷地頭（五稜郭公園前・函館駅前・十字街・宝来町 経由）,,,,2-1-1,0
②_A,土日祝,土日祝_15時45分_系統2-1-3,湯の川（十字街・函館駅前・五稜郭公園前・競馬場前 経由）,,,,2-1-3,0
⑤_A,土日祝,土日祝_15時50分_系統5-1-1,函館どつく前（五稜郭公園前・函館駅前・十字街・末広町 経由）,,,,5-1-1,0
⑤_A,土日祝,土日祝_15時54分_系統5-1-5,湯の川（十字街・函館駅前・五稜郭公園前・競馬場前 経由）,,,,5-1-5,0
②_A,土日祝,土日祝_15時58分_系統2-1-1,谷地頭（五稜郭公園前・函館駅前・十字街・宝来町 経由）,,,,2-1-1,0
②_A,土日祝,土日祝_16時01分_系統2-1-3,湯の川（十字街・函館駅前・五稜郭公園前・競馬場前 経由）,,,,2-1-3,0
⑤_A,土日祝,土日祝_16時06分_系統5-1-1,函館どつく前（五稜郭公園前・函館駅前・十字街・末広町 経由）,,,,5-1-1,0
⑤_A,土日祝,土日祝_16時10分_系統5-1-5,湯の川（十字街・函館駅前・五稜郭公園前・競馬場前 経由）,,,,5-1-5,0
②_A,土日祝,土日祝_16時14分_系統2-1-1,谷地頭（五稜郭公園前・函館駅前・十字街・宝来町 経由）,,,,2-1-1,0
②_A,土日祝,土日祝_16時17分_系統2-1-3,湯の川（十字街・函館駅前・五稜郭公園前・競馬場前 経由）,,,,2-1-3,0
⑤_A,土日祝,土日祝_16時22分_系統5-1-1,函館どつく前（五稜郭公園前・函館駅前・十字街・末広町 経由）,,,,5-1-1,0
⑤_A,土日祝,土日祝_16時26分_系統5-1-5,湯の川（十字街・函館駅前・五稜郭公園前・競馬場前 経由）,,,,5-1-5,0
②_A,土日祝,土日祝_16時30分_系統2-1-1,谷地頭（五稜郭公園前・函館駅前・十字街・宝来町 経由）,,,,2-1-1,0
②_A,土日祝,土日祝_16時33分_系統2-1-3,湯の川（十字街・函館駅前・五稜郭公園前・競馬場前 経由）,,,,2-1-3,0
⑤_A,土日祝,土日祝_16時38分_系統5-1-1,函館どつく前（五稜郭公園前・函館駅前・十字街・末広町 経由）,,,,5-1-1,0
⑤_A,土日祝,土日祝_16時42分_系統5-1-5,湯の川（十字街・函館駅前・五稜郭公園前・競馬場前 経由）,,,,5-1-5,0
②_A,土日祝,土日祝_16時46分_系統2-1-1,谷地頭（五稜郭公園前・函館駅前・十字街・宝来町 経由）,,,,2-1-1,0
②_A,土日祝,土日祝_16時49分_系統2-1-3,湯の川（十字街・函館駅前・五稜郭公園前・競馬場前 経由）,,,,2-1-3,0
⑤_A,土日祝,土日祝_16時54分_系統5-1-1,函館どつく前（五稜郭公園前・函館駅前・十字街・末広町 経由）,,,,5-1-1,0
⑤_A,土日祝,土日祝_16時58分_系統5-1-5,湯の川（十字街・函館駅前・五稜郭公園前・競馬場前 経由）,,,,5-1-5,0
②_A,土日祝,土日祝_17時02分_系統2-1-1,谷地頭（五稜郭公園前・函館駅前・十字街・宝来町 経由）,,,,2-1-1,0
②_A,土日祝,土日祝_17時05分_系統2-1-3,湯の川（十字街・函館駅前・五稜郭公園前・競馬場前 経由）,,,,2-1-3,0
⑤_A,土日祝,土日祝_17時10分_系統5-1-1,函館どつく前（五稜郭公園前・函館駅前・十字街・末広町 経由）,,,,5-1-1,0
⑤_A,土日祝,土日祝_17時14分_系統5-1-5,湯の川（十字街・函館駅前・五稜郭公園前・競馬場前 経由）,,,,5-1-5,0
②_A,土日祝,土日祝_17時18分_系統2-1-1,谷地頭（五稜郭公園前・函館駅前・十字街・宝来町 経由）,,,,2-1-1,0
②_A,土日祝,土日祝_17時21分_系統2-1-3,湯の川（十字街・函館駅前・五稜郭公園前・競馬場前 経由）,,,,2-1-3,0
⑤_A,土日祝,土日祝_17時26分_系統5-1-1,函館どつく前（五稜郭公園前・函館駅前・十字街・末広町 経由）,,,,5-1-1,0
⑤_A,土日祝,土日祝_17時30分_系統5-1-5,湯の川（十字街・函館駅前・五稜郭公園前・競馬場前 経由）,,,,5-1-5,0
②_A,土日祝,土日祝_17時34分_系統2-1-1,谷地頭（五稜郭公園前・函館駅前・十字街・宝来町 経由）,,,,2-1-1,0
②_A,土日祝,土日祝_17時37分_系統2-1-3,湯の川（十字街・函館駅前・五稜郭公園前・競馬場前 経由）,,,,2-1-3,0
⑤_A,土日祝,土日祝_17時42分_系統5-1-1,函館どつく前（五稜郭公園前・函館駅前・十字街・末広町 経由）,,,,5-1-1,0
⑤_A,土日祝,土日祝_17時46分_系統5-1-5,湯の川（十字街・函館駅前・五稜郭公園前・競馬場前 経由）,,,,5-1-5,0
②_A,土日祝,土日祝_17時50分_系統2-1-1,谷地頭（五稜郭公園前・函館駅前・十字街・宝来町 経由）,,,,2-1-1,0
②_A,土日祝,土日祝_17時53分_系統2-1-3,湯の川（十字街・函館駅前・五稜郭公園前・競馬場前 経由）,,,,2-1-3,0
⑤_A,土日祝,土日祝_17時58分_系統5-1-1,函館どつく前（五稜郭公園前・函館駅前・十字街・末広町 経由）,,,,5-1-1,0
⑤_A,土日祝,土日祝_18時02分_系統5-1-5,湯の川（十字街・函館駅前・五稜郭公園前・競馬場前 経由）,,,,5-1-5,0
②_A,土日祝,土日祝_18時07分_系統2-1-1,谷地頭（五稜郭公園前・函館駅前・十字街・宝来町 経由）,,,,2-1-1,0
②_A,土日祝,土日祝_18時09分_系統2-1-3,湯の川（十字街・函館駅前・五稜郭公園前・競馬場前 経由）,,,,2-1-3,0
②_A,土日祝,土日祝_18時14分_系統2-1-5,駒場車庫前,,,,2-1-5,0
⑤_A,土日祝,土日祝_18時18分_系統5-1-5,湯の川（十字街・函館駅前・五稜郭公園前・競馬場前 経由）,,,,5-1-5,0
⑤_A,土日祝,土日祝_18時21分_系統5-1-1,函館どつく前（五稜郭公園前・函館駅前・十字街・末広町 経由）,,,,5-1-1,0
②_A,土日祝,土日祝_18時25分_系統2-1-3,湯の川（十字街・函館駅前・五稜郭公園前・競馬場前 経由）,,,,2-1-3,0
⑤_A,土日祝,土日祝_18時34分_系統5-1-5,湯の川（十字街・函館駅前・五稜郭公園前・競馬場前 経由）,,,,5-1-5,0
②_A,土日祝,土日祝_18時35分_系統2-1-1,谷地頭（五稜郭公園前・函館駅前・十字街・宝来町 経由）,,,,2-1-1,0
⑤_A,土日祝,土日祝_18時39分_系統5-1-10,駒場車庫前,,,,5-1-10,0
②_A,土日祝,土日祝_18時41分_系統2-1-3,湯の川（十字街・函館駅前・五稜郭公園前・競馬場前 経由）,,,,2-1-3,0
⑤_A,土日祝,土日祝_18時49分_系統5-1-1,函館どつく前（五稜郭公園前・函館駅前・十字街・末広町 経由）,,,,5-1-1,0
⑤_A,土日祝,土日祝_18時50分_系統5-1-5,湯の川（十字街・函館駅前・五稜郭公園前・競馬場前 経由）,,,,5-1-5,0
⑤_A,土日祝,土日祝_18時54分_系統5-1-10,駒場車庫前,,,,5-1-10,0
②_A,土日祝,土日祝_18時57分_系統2-1-3,湯の川（十字街・函館駅前・五稜郭公園前・競馬場前 経由）,,,,2-1-3,0
②_A,土日祝,土日祝_19時05分_系統2-1-1,谷地頭（五稜郭公園前・函館駅前・十字街・宝来町 経由）,,,,2-1-1,0
⑤_A,土日祝,土日祝_19時10分_系統5-1-5,湯の川（十字街・函館駅前・五稜郭公園前・競馬場前 経由）,,,,5-1-5,0
⑤_A,土日祝,土日祝_19時10分_系統5-1-10,駒場車庫前,,,,5-1-10,0
⑤_A,土日祝,土日祝_19時20分_系統5-1-1,函館どつく前（五稜郭公園前・函館駅前・十字街・末広町 経由）,,,,5-1-1,0
②_A,土日祝,土日祝_19時22分_系統2-1-3,湯の川（十字街・函館駅前・五稜郭公園前・競馬場前 経由）,,,,2-1-3,0
⑤_A,土日祝,土日祝_19時26分_系統5-1-10,駒場車庫前,,,,5-1-10,0
②_A,土日祝,土日祝_19時35分_系統2-1-1,谷地頭（五稜郭公園前・函館駅前・十字街・宝来町 経由）,,,,2-1-1,0
⑤_A,土日祝,土日祝_19時37分_系統5-1-5,湯の川（十字街・函館駅前・五稜郭公園前・競馬場前 経由）,,,,5-1-5,0
⑤_A,土日祝,土日祝_19時42分_系統5-1-10,駒場車庫前,,,,5-1-10,0
⑤_A,土日祝,土日祝_19時50分_系統5-1-1,函館どつく前（五稜郭公園前・函館駅前・十字街・末広町 経由）,,,,5-1-1,0
②_A,土日祝,土日祝_19時55分_系統2-1-3,湯の川（十字街・函館駅前・五稜郭公園前・競馬場前 経由）,,,,2-1-3,0
②_A,土日祝,土日祝_20時05分_系統2-1-1,谷地頭（五稜郭公園前・函館駅前・十字街・宝来町 経由）,,,,2-1-1,0
⑤_A,土日祝,土日祝_20時08分_系統5-1-5,湯の川（十字街・函館駅前・五稜郭公園前・競馬場前 経由）,,,,5-1-5,0
⑤_A,土日祝,土日祝_20時20分_系統5-1-1,函館どつく前（五稜郭公園前・函館駅前・十字街・末広町 経由）,,,,5-1-1,0
②_A,土日祝,土日祝_20時22分_系統2-1-3,湯の川（十字街・函館駅前・五稜郭公園前・競馬場前 経由）,,,,2-1-3,0
⑤_A,土日祝,土日祝_20時38分_系統5-1-5,湯の川（十字街・函館駅前・五稜郭公園前・競馬場前 経由）,,,,5-1-5,0
②_A,土日祝,土日祝_20時40分_系統2-1-1,谷地頭（五稜郭公園前・函館駅前・十字街・宝来町 経由）,,,,2-1-1,0
②_A,土日祝,土日祝_20時44分_系統2-1-5,駒場車庫前,,,,2-1-5,0
②_A,土日祝,土日祝_20時52分_系統2-1-3,湯の川（十字街・函館駅前・五稜郭公園前・競馬場前 経由）,,,,2-1-3,0
⑤_A,土日祝,土日祝_21時00分_系統5-1-1,函館どつく前（五稜郭公園前・函館駅前・十字街・末広町 経由）,,,,5-1-1,0
⑤_A,土日祝,土日祝_21時08分_系統5-1-5,湯の川（十字街・函館駅前・五稜郭公園前・競馬場前 経由）,,,,5-1-5,0
②_A,土日祝,土日祝_21時25分_系統2-1-1,谷地頭（五稜郭公園前・函館駅前・十字街・宝来町 経由）,,,,2-1-1,0
②_A,土日祝,土日祝_21時27分_系統2-1-3,湯の川（十字街・函館駅前・五稜郭公園前・競馬場前 経由）,,,,2-1-3,0
⑤_A,土日祝,土日祝_21時28分_系統5-1-10,駒場車庫前,,,,5-1-10,0
⑤_A,土日祝,土日祝_21時45分_系統5-1-1,函館どつく前（五稜郭公園前・函館駅前・十字街・末広町 経由）,,,,5-1-1,0
⑤_A,土日祝,土日祝_21時48分_系統5-1-5,湯の川（十字街・函館駅前・五稜郭公園前・競馬場前 経由）,,,,5-1-5,0
⑤_A,土日祝,土日祝_21時58分_系統5-1-10,駒場車庫前,,,,5-1-10,0
②_A,土日祝,土日祝_22時12分_系統2-1-3,湯の川（十字街・函館駅前・五稜郭公園前・競馬場前 経由）,,,,2-1-3,0
②_A,土日祝,土日祝_22時18分_系統2-1-5,駒場車庫前,,,,2-1-5,0
⑤_A,土日祝,土日祝_22時33分_系統5-1-5,湯の川（十字街・函館駅前・五稜郭公園前・競馬場前 経由）,,,,5-1-5,0
⑤_A,土日祝,土日祝_22時38分_系統5-1-10,駒場車庫前,,,,5-1-10,0
②_A,土日祝,土日祝_23時03分_系統2-1-5,駒場車庫前,,,,2-1-5,0
⑤_A,土日祝,土日祝_23時23分_系統5-1-10,駒場車庫前,,,,5-1-10,0
